date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-08,25.1,23.8,29,,,10,7.1,31.5,1013.1,
2022-01-09,26.3,22.4,30,25.9,,357,12.5,35.2,1012.3,
2022-01-10,25.4,23,28,,,3,10.5,35.2,1012.7,
2022-01-11,25.9,23,28,,,73,16.2,42.6,1014.3,
2022-01-12,26.8,24.2,29,,,80,21.4,42.6,1015.1,
2022-01-13,26.9,24.9,29,,,69,14.3,40.8,1013.4,
2022-01-14,27.4,25,30.4,,,23,11.2,35.2,1011,
2022-01-15,28.4,25,33,,,4,10.7,33.3,1009.7,
2022-01-16,27.6,23,32,,,12,10.4,29.6,1009.4,
2022-01-17,27.8,24,31,,,351,7.2,27.8,1009.8,
2022-01-18,27.1,24,31.2,,,5,8.7,25.9,1010.5,
2022-01-19,27.4,26,31,,,4,7.9,25.9,1009.4,
2022-01-20,27.5,25,31,,,22,14,31.5,1008.4,
2022-01-21,28.4,26.9,31,,,67,23.8,44.5,1009.9,
2022-01-22,28.8,27,31,,,69,25.3,48.2,1011.9,
2022-01-23,28.2,26,30.4,,,106,15.7,48.2,1012.3,
2022-01-24,26.3,25,28,,,142,15.2,51.8,1012.7,
2022-01-25,26.4,24.9,28.7,,,149,20.6,55.5,1013.3,
2022-01-26,25.9,23,28.2,,,162,14.8,55.5,1012.7,
2022-01-27,24.7,20,29,,,177,11.8,48.2,1011.2,
2022-01-28,26.5,22,29.6,,,150,9.7,44.5,1010.7,
2022-01-29,27.5,24,30,,,131,9.9,42.6,1011.5,
2022-01-30,27.9,26,30.1,,,150,17.3,46.3,1010.3,
2022-01-31,27.8,26,30,,,160,20.8,55.5,1008.8,
2022-02-01,26.7,26,28.1,,,160,30.2,70.4,1005.6,
2022-02-02,27.1,26,29,,,105,45.1,87,1000.9,
2022-02-03,26.4,25.5,27.1,,,65,44.4,90.8,1003,
2022-02-04,27.1,26,29,,,53,33.3,72.2,1006.6,
2022-02-05,27.2,26,29.4,,,55,28.9,57.4,1009.6,
2022-02-06,27.3,24,30,,,57,21.6,53.7,1012.1,
2022-02-07,26.9,24.9,29.1,,,77,13.2,44.5,1013,
2022-02-08,26.5,24,29.2,,,82,12.6,44.5,1012.2,
2022-02-09,26.3,23,29.1,,,94,8.8,40.8,1011.3,
2022-02-10,26.1,23,29,,,219,10.3,37,1009.7,
2022-02-11,26.7,24,30,,,222,9.3,35.2,1008.8,
2022-02-12,26.7,23,30,,,41,11.4,35.2,1009.8,
2022-02-13,27.8,25,30.4,,,109,16.5,46.3,1010.2,
2022-02-14,27.8,26,30.2,,,85,19.7,53.7,1010.2,
2022-02-15,27.8,26,30.2,,,105,14.2,50,1011.9,
2022-02-16,26.3,25,28,,,144,16,51.8,1010.8,
2022-02-17,27.2,25,29.1,,,148,20.2,53.7,1008.4,
2022-02-18,27.2,26,29,,,144,23.6,61.1,1007.6,
2022-02-19,27,25.6,29,,,130,29,75.9,1005,
2022-02-20,27.9,26,30,,,84,47.1,72.2,1004.3,
2022-02-21,27.7,27,29.5,,,57,43.2,68.5,1007,
2022-02-22,27.4,26,30,,,59,33.6,61.1,1009.7,
2022-02-23,27.6,25,30,,,51,20.2,42.6,1012.5,
2022-02-24,27.1,25,29.6,,,95,13.7,42.6,1013.9,
2022-02-25,26.8,24,30,,,192,9,38.9,1011.2,
2022-02-26,27.5,26,30,,,117,13,44.5,1009.8,
2022-02-27,26.3,23.4,29.2,,,57,8.3,40.8,1010.4,
2022-02-28,27.7,25,31,,,41,14.6,38.9,1011.4,
2022-03-01,26.9,24,30,,,31,13.3,42.6,1010.2,
2022-03-02,28,26,30,,,111,16.8,46.3,1008.6,
2022-03-03,26.7,25,29,,,58,20,42.6,1007.5,
2022-03-04,26.9,25,29.7,,,60,18.5,42.6,1009.6,
2022-03-05,27,25,28,,,91,16.6,50,1010.4,
2022-03-06,27.6,26,30,,,86,23.9,59.3,1010.7,
2022-03-07,27.4,26,30,,,82,21.3,55.5,1011.4,
2022-03-08,25.9,23.7,29,,,9,9.3,44.5,1011.4,
2022-03-09,26.7,24,29.1,,,60,8.5,38.9,1011.5,
2022-03-10,27.3,24,30,,,120,8.3,37,1011.5,
2022-03-11,27.3,25,30,,,136,12.7,38.9,1010.9,
2022-03-12,26.9,25,29.7,,,129,12.9,42.6,1009.9,
2022-03-13,26.6,24.6,30,,,80,17.1,48.2,1010.7,
2022-03-14,27.2,25,30,,,83,13.8,53.7,1012.4,
2022-03-15,26.5,24,29,,,93,9.8,40.8,1011.4,
2022-03-16,27.4,24.6,30.5,,,88,7.2,33.3,1010,
2022-03-17,27.5,25,30.4,,,67,6.4,35.2,1010.9,
2022-03-18,27,25,31,,,355,8.3,31.5,1011,
2022-03-19,26.5,24,31,,,341,5.4,22.2,1010.5,
2022-03-20,26.4,24,31,,,345,6,27.8,1011.2,
2022-03-21,26.1,24,28.2,,,138,8.3,29.6,1012.5,
2022-03-22,27.1,24,30.1,,,86,9.2,37,1013.9,
2022-03-23,27.8,26,30,,,100,14.6,46.3,1014.3,
2022-03-24,27.6,26,30,,,113,12.3,42.6,1013,
2022-03-25,27.4,25.8,30,,,119,9.4,33.3,1011.6,
2022-03-26,27.5,24,30.2,,,62,10.2,35.2,1011.9,
2022-03-27,27.2,24.9,30,,,92,7.4,33.3,1013.2,
2022-03-28,27,24,30,,,72,8,33.3,1012.9,
2022-03-29,25.9,21,29.4,,,102,8.6,25.9,1012.4,
2022-03-30,25.1,23.4,28.2,,,140,11.8,40.8,1013.4,
2022-03-31,26,24,28.2,,,126,27.4,55.5,1014.8,
2022-04-01,24.9,23,26,,,108,26.4,61.1,1014.8,
2022-04-02,24,23,26,,,77,24.9,63,1014.5,
2022-04-03,25.9,23,29,,,75,21.8,55.5,1013,
2022-04-04,26.8,26,28.2,,,72,19.8,50,1012.6,
2022-04-05,26,24,28,,,77,15.8,46.3,1014,
2022-04-06,26.4,25,29.3,15,,110,15.4,46.3,1014.6,
2022-04-07,26.6,23.6,29.2,0.3,,129,14,44.5,1014.5,
2022-04-08,24.9,23.6,26.5,2,,119,19.2,46.3,1014,
2022-04-09,26.3,22.7,29,38.1,,112,14.5,48.2,1013.9,
2022-04-10,26.1,24,29,,,122,16.7,50,1015,
2022-04-11,25.4,23.6,27.6,6.1,,128,19.2,55.5,1015.7,
2022-04-12,25.4,23,28.6,5.1,,118,21.4,59.3,1015.2,
2022-04-13,25.7,24,28.5,,,107,24.6,61.1,1014.7,
2022-04-14,26.1,23.6,28.5,6.1,,106,24.8,61.1,1016.3,
2022-04-15,25.8,24,29,0,,110,20.2,57.4,1017.6,
2022-04-16,26.2,23,29,1,,112,23.8,63,1016.3,
2022-04-17,25.6,24,27.2,5.1,,111,14.4,53.7,1014.1,
2022-04-18,26.1,23,29,,,62,13.5,50,1013.5,
2022-04-19,26.6,23.8,29.4,2,,61,15.7,44.5,1015.3,
2022-04-20,26.4,24.8,29.3,0.5,,48,13.2,38.9,1014.5,
2022-04-21,26.2,22.9,29.4,0,,50,10.2,31.5,1014.4,
2022-04-22,25.8,24,28.5,,,100,20.6,46.3,1016.4,
2022-04-23,25.2,23.9,28,,,115,24,57.4,1017.6,
2022-04-24,24.6,21.8,27.1,0.5,,115,26.6,59.3,1017.3,
2022-04-25,24.6,23,27,0,,114,21.9,61.1,1016.3,
2022-04-26,25.3,21.9,28,11.9,,111,17.2,55.5,1014.4,
2022-04-27,24.9,22.8,28,,,47,12.8,40.8,1011.2,
2022-04-28,24.1,20.3,28.6,0,,325,10.5,25.9,1011.1,
2022-04-29,24.4,21,28.6,0.3,,28,11.5,31.5,1014.6,
2022-04-30,25.4,21.5,28.2,0,,80,13.2,38.9,1016.3,
2022-05-01,25.2,24,28,0,,85,10.6,37,1016.1,
2022-05-02,24.9,21.4,28.3,0,,204,7.4,33.3,1015.1,
2022-05-03,25.2,22.4,27.4,5.1,,163,9.7,35.2,1016.4,
2022-05-04,26.1,22.6,28.4,0.5,,126,18.5,46.3,1018.6,
2022-05-05,25,24,27,0.5,,113,27.1,61.1,1019.6,
2022-05-06,25,23.6,26.2,,,115,26.3,63,1019.1,
2022-05-07,25.1,22,28.6,0,,97,17.5,55.5,1017.6,
2022-05-08,24.6,22,27.6,7.9,,127,13.9,46.3,1016.5,
2022-05-09,24.4,20.8,27.6,0.8,,252,7.3,33.3,1014.7,
2022-05-10,24.4,22,27.7,4.1,,12,13.5,35.2,1013.7,
2022-05-11,25,21.3,28.7,0.5,,3,11.5,31.5,1013.8,
2022-05-12,24.1,22,28.3,0,,259,6.1,22.2,1016.1,
2022-05-13,23.9,22,26.6,5.1,,177,11.7,35.2,1017.7,
2022-05-14,24.4,20.8,26.6,0,,155,10.7,37,1019.1,
2022-05-15,24.3,22.6,27,0,,139,12.1,37,1019.2,
2022-05-16,24.5,22.3,27,1,,120,19.5,48.2,1019.5,
2022-05-17,23.7,22,26.2,2,,141,18.7,46.3,1018.7,
2022-05-18,23.9,21,26.1,1,,139,15.8,50,1019.1,
2022-05-19,24.3,23,26,,,133,16.9,51.8,1019.7,
2022-05-20,23.6,22,26.4,4.1,,106,16.3,53.7,1019.9,
2022-05-21,24.2,20.9,27.6,13,,94,19.3,55.5,1020,
2022-05-22,23.8,20.7,27,,,119,14.1,48.2,1018.4,
2022-05-23,24.2,21.4,26,4.1,,122,16.8,48.2,1016.8,
2022-05-24,24.6,23,27.8,2,,101,17.7,48.2,1017.8,
2022-05-25,23.6,21,27.2,6.1,,38,11.9,33.3,1018.3,
2022-05-26,23.3,20,27.4,0,,16,8.5,24.1,1017.9,
2022-05-27,22.4,17.3,27.4,0,,260,9.7,22.2,1015.6,
2022-05-28,24.2,20,26.7,0,,195,17.6,33.3,1016.2,
2022-05-29,23.4,22.5,25.9,0,,146,23.1,40.8,1019.4,
2022-05-30,22.7,19,25.6,1.1,,119,21.6,40.8,1020.1,
2022-05-31,24,18.5,26.1,7.9,,111,22.9,42.6,1019.2,
2022-06-01,23.7,21.8,26.5,0.8,,74,20.1,37,1018.2,
2022-06-02,23.6,18.6,27.3,0,,58,11.3,,1018.2,
2022-06-03,24.1,22,26.6,1.6,,127,16.2,,1019.7,
2022-06-04,23.5,21,26,5.6,,120,24.8,,1020.4,
2022-06-05,22.8,20,26.1,9.9,,93,23.9,,1019.5,
2022-06-06,23.1,20.4,26.4,1,,83,11.9,,1018.8,
2022-06-07,22.9,21,25,5.7,,103,12.8,,1018.6,
2022-06-08,23.1,19.4,26,4.1,,139,8.4,,1017.2,
2022-06-09,22.3,20.8,24.2,1,,147,17.8,,1018.3,
2022-06-10,21.9,20.9,24,3.9,,118,19.9,,1020,
2022-06-11,22.9,20.6,25,8.3,,133,18.5,,1020.1,
2022-06-12,21.7,20,23.5,0,,126,20.1,,1020.3,
2022-06-13,22.9,21,25,6.9,,108,25.7,,1020.8,
2022-06-14,23.4,22,26.4,0,,95,25.6,,1021.2,
2022-06-15,22.5,20.5,25.6,0.3,,81,22.5,50,1020.3,
2022-06-16,23.4,20,26.6,7.1,,68,23.4,46.3,1018.6,
2022-06-17,21.5,18.5,26.1,0.5,,17,11.2,29.6,1017.2,
2022-06-18,21.3,15.8,26.2,0,,317,10.3,20.4,1017.1,
2022-06-19,22.1,18.5,25,2,,187,15.4,38.9,1018.6,
2022-06-20,21.5,18.9,24.7,5.1,,156,15.8,48.2,1020.3,
2022-06-21,21.7,19.2,24,6.1,,157,15.2,42.6,1018.5,
2022-06-22,21.4,16.4,24.6,0,,167,14.3,42.6,1017.4,
2022-06-23,21.4,18.6,23.7,0,,166,20.1,48.2,1020,
2022-06-24,21.8,20.5,24,0.9,,137,23.9,57.4,1023.2,
2022-06-25,22,20,24.7,0,,115,21.3,50,1022.7,
2022-06-26,21.6,19,23.5,0.6,,165,11.9,35.2,1022.2,
2022-06-27,21.3,15.1,24.3,0,,205,10.2,31.5,1022.1,
2022-06-28,21.6,20,24,2.1,,173,24.5,53.7,1023.2,
2022-06-29,21.3,19,24,2.1,,139,20.6,51.8,1023.3,
2022-06-30,19.9,16.5,23,6.1,,124,16.2,44.5,1023.7,
2022-07-01,20.6,19,23,2.5,,133,18,50,1024.1,
2022-07-02,21.9,18,24.1,2,,130,24.2,59.3,1024.6,
2022-07-03,21.5,19.5,24.4,1,,115,22.1,57.4,1024.7,
2022-07-04,21.2,19.1,24,4.1,,106,23.8,55.5,1024.2,
2022-07-05,21.3,18.6,24.2,2,,115,18.1,46.3,1022.5,
2022-07-06,20.8,18.1,22.4,0.5,,146,15.6,42.6,1022.2,
2022-07-07,21.6,20,23.5,0,,128,18.4,50,1023.3,
2022-07-08,21.4,19,24,2,,136,23.3,55.5,1025,
2022-07-09,20.4,18.1,22.7,2,,126,24.1,57.4,1025.3,
2022-07-10,21.2,18.3,23.6,0.8,,123,25.1,59.3,1025.2,
2022-07-11,21.9,18.9,25.1,1,,105,26.2,57.4,1025.3,
2022-07-12,22.1,20,25,1.1,,100,27.4,53.7,1026.3,
2022-07-13,21.4,19.7,24.4,0.5,,115,21.2,50,1024.1,
2022-07-14,21.3,18.1,24.4,2,,100,20.7,48.2,1021.3,
2022-07-15,21.1,17.7,24.2,3,,103,16.9,42.6,1020.6,
2022-07-16,22,19,25,3.2,,111,19,46.3,1021.8,
2022-07-17,21.1,19,23.4,0,,124,23.9,51.8,1023.6,
2022-07-18,20.5,18.8,22.4,6.1,,122,29.6,64.8,1025.3,
2022-07-19,21,17.3,23.3,3,,108,32.7,63,1026.8,
2022-07-20,21.2,18.4,23.6,1,,107,32,63,1027.5,
2022-07-21,20.9,17.3,24.2,2,,112,27.9,57.4,1025.2,
2022-07-22,21.1,20,23,7,,102,22.3,50,1024.1,
2022-07-23,21.4,18.5,24.3,7.9,,110,22.9,50,1022.8,
2022-07-24,20.9,19.9,24.3,0.5,,97,17.3,42.6,1021.2,
2022-07-25,20.4,15.4,24,0.5,,103,11.6,35.2,1020.3,
2022-07-26,21.3,19,24.9,0,,86,14.7,37,1020.1,
2022-07-27,21.2,18.2,24.5,2,,95,15.3,38.9,1018.9,
2022-07-28,21.4,19,24.6,0,,95,16.1,37,1019.5,
2022-07-29,21.7,19,24.3,3.6,,103,17.2,42.6,1021.2,
2022-07-30,21.1,19,24,6.4,,107,25.1,50,1022.9,
2022-07-31,22.1,20,25,1,,92,29,51.8,1022.2,
2022-08-01,20.8,19,24.1,0,,78,17.5,40.8,1022.3,
2022-08-02,21.3,18,24.5,7.9,,129,9.8,29.6,1021.1,
2022-08-03,21.2,18.4,24.4,0,,118,12.6,37,1021.6,
2022-08-04,21.8,20,24.5,1.6,,109,18.6,44.5,1022.6,
2022-08-05,21.9,19,25,4.1,,104,22.3,46.3,1022.5,
2022-08-06,21.4,17.5,25,1.4,,75,16.8,40.8,1020.9,
2022-08-07,21.6,20,25.4,0.3,,59,14,33.3,1020.1,
2022-08-08,20.8,17,25,0.5,,167,10,33.3,1021.5,
2022-08-09,21.9,20,25,5.1,,154,21.4,46.3,1022.3,
2022-08-10,21.1,19.6,23,1.4,,135,26.4,59.3,1023.4,
2022-08-11,20.7,17.9,23.5,0.3,,115,25.1,59.3,1024.3,
2022-08-12,20.1,18,23.4,0,,100,26.4,55.5,1024,
2022-08-13,20.3,18.2,23.4,5.1,,110,23.2,53.7,1023.2,
2022-08-14,21.1,19,24.2,0,,98,26.2,53.7,1023,
2022-08-15,21.3,18.1,24.6,2,,82,27.1,53.7,1021.7,
2022-08-16,21.8,18.5,25.1,0.8,,49,16.8,37,1020.5,
2022-08-17,21.1,19,25.1,0,,14,8.5,29.6,1020.4,
2022-08-18,21.7,16.6,25.6,0.5,,33,12.1,35.2,1021.2,
2022-08-19,22.3,19.4,25.4,0.5,,84,20.8,42.6,1022.5,
2022-08-20,22.6,20.5,25.8,0,,74,24.3,46.3,1022.6,
2022-08-21,22.1,19,26.1,0,,72,17.3,40.8,1023.4,
2022-08-22,22.3,17.8,25.3,0,,104,18.4,46.3,1023.1,
2022-08-23,22.7,19.9,25.1,0.8,,111,21.6,48.2,1024.2,
2022-08-24,22.1,19.9,25,0,,118,20.7,51.8,1023.9,
2022-08-25,21.7,20,24,5.6,,120,19.4,53.7,1022.2,
2022-08-26,21.8,19.6,24.5,1,,117,20.3,50,1021.6,
2022-08-27,22.1,18.9,24.6,1,,111,20.3,51.8,1021.2,
2022-08-28,22.6,21,25,7.6,,87,20.9,48.2,1020,
2022-08-29,22.4,19,25.2,1,,52,13.7,42.6,1019.6,
2022-08-30,20.9,17.6,25,0,,41,7.7,31.5,1020,
2022-08-31,21,18,25.6,0,,20,13.6,35.2,1017.6,
2022-09-01,21.3,17,26,0.9,,260,12.8,22.2,1016.6,
2022-09-02,21.7,18.5,24.5,0,,167,13.1,37,1019.5,
2022-09-03,21.3,18.4,24.8,2,,104,15.6,44.5,1020.8,
2022-09-04,22.1,19,25,5.1,,118,17.9,46.3,1021.7,
2022-09-05,21.9,19.4,24.4,0.5,,117,18.8,50,1022.9,
2022-09-06,21.7,20,25,0,,122,21.5,53.7,1022.8,
2022-09-07,22,19,25.6,1.3,,90,14.9,46.3,1021.3,
2022-09-08,22.2,19.8,25.1,0.8,,112,13.4,40.8,1021.2,
2022-09-09,22.1,20.5,24.8,0,,113,17.5,50,1022,
2022-09-10,22.1,20,25.4,0,,97,19.7,48.2,1022.1,
2022-09-11,22.3,20,25.5,0,,91,17.1,48.2,1021.4,
2022-09-12,22.2,19,25.1,1.1,,108,13.3,44.5,1020.4,
2022-09-13,21.1,17.1,25,0,,58,12.3,37,1020.7,
2022-09-14,22.5,18.8,26.8,0.5,,73,12.5,35.2,1022.6,
2022-09-15,22.8,20.8,25.6,0,,119,19.9,50,1024.3,
2022-09-16,22.4,20.4,25.7,0,,112,21.6,51.8,1023.1,
2022-09-17,22.5,21,25.5,2.8,,106,24.3,51.8,1022.2,
2022-09-18,22.7,20.3,25.4,1,,103,24.8,50,1022.8,
2022-09-19,22.3,18.6,25.6,0.3,,101,21.2,48.2,1022.9,
2022-09-20,21.6,19,24.7,0,,103,19.4,50,1021.9,
2022-09-21,22.5,19.8,25,3,,112,19.6,51.8,1021.7,
2022-09-22,22.7,20.5,25.7,7.1,,98,23.9,50,1022.6,
2022-09-23,22.9,21,26,7.7,,93,25.3,53.7,1023.4,
2022-09-24,22.3,19.2,25.4,0.8,,106,24.9,51.8,1022.7,
2022-09-25,22.6,20.4,25.4,2,,114,22.2,53.7,1022.3,
2022-09-26,22.6,19.4,25.5,2,,103,24.4,53.7,1023.3,
2022-09-27,22.7,20,25.6,0.5,,104,20.8,48.2,1022.6,
2022-09-28,22.5,20.9,25,1.1,,124,16.9,48.2,1020.8,
2022-09-29,21.6,17.2,24.6,3,,149,16.8,46.3,1019.8,
2022-09-30,22.1,19.7,25,0.9,,130,13.2,44.5,1019.2,
2022-10-01,22,20,25,4.9,,126,15.4,46.3,1020.7,
2022-10-02,22.7,21,25,1.3,,134,16.8,46.3,1020.6,
2022-10-03,22.2,19.4,25.4,0.3,,88,18.9,44.5,1019.4,
2022-10-04,22.7,19.9,26.3,0,,99,19,44.5,1020.3,
2022-10-05,22.8,20.2,25.6,0.4,,107,14.8,46.3,1021.6,
2022-10-06,23,21.3,25.7,1.4,,120,18.9,46.3,1021.7,
2022-10-07,22.9,20.6,25.4,3.5,,119,20.9,50,1021.7,
2022-10-08,22.9,20.9,25.5,0,,116,20.9,48.2,1022.2,
2022-10-09,22.9,21.1,25.9,2.3,,116,19.6,46.3,1022.5,
2022-10-10,22.9,21,26,0.9,,110,18.2,44.5,1022.9,
2022-10-11,22.8,21,25.2,0.9,,120,15.9,42.6,1022.2,
2022-10-12,22.8,20.7,25.4,1.2,,120,17.2,44.5,1021.3,
2022-10-13,23,21,25.5,0,,111,18.4,44.5,1021.5,
2022-10-14,23.1,21,26,1.4,,114,22,48.2,1020.8,
2022-10-15,22.6,19.2,25,0.9,,109,17.8,44.5,1019.4,
2022-10-16,22.8,20.5,25.5,2.8,,113,13.8,35.2,1019.2,
2022-10-17,22.3,19,25.4,2.9,,117,15.1,35.2,1020.6,
2022-10-18,22.9,20.4,25.3,0,,144,15.5,37,1020.8,
2022-10-19,22.8,20.8,25.7,1.8,,149,16.8,42.6,1020.3,
2022-10-20,22,18.7,25.2,2.9,,121,12.1,37,1020.3,
2022-10-21,23.2,20.6,26,2.4,,96,16.7,38.9,1021.1,
2022-10-22,24.2,22,27,2,,62,17.3,35.2,1021.4,
2022-10-23,23.6,19.4,26.7,1.8,,51,14.4,38.9,1021.5,
2022-10-24,23.6,20.7,27,1.3,,39,13.6,33.3,1019.8,
2022-10-25,23.5,19.5,26.5,0,,65,16.8,35.2,1019.7,
2022-10-26,24,22,27.2,5.6,,84,20.8,40.8,1020.9,
2022-10-27,24.3,21.7,27.1,2.6,,85,17.6,38.9,1020.6,
2022-10-28,23.9,21.2,26.9,1.7,,62,14.7,38.9,1018.1,
2022-10-29,24.3,22,27.3,0.1,,58,12.1,31.5,1017.2,
2022-10-30,24.1,20.8,27.1,0,,76,15.1,38.9,1018.5,
2022-10-31,23.5,20.1,27.6,5.8,,72,17.2,44.5,1019.8,
2022-11-01,24.1,21.4,27,1.4,,83,15.9,38.9,1020.2,
2022-11-02,24,21.6,26.6,2.9,,79,17.5,40.8,1019.6,
2022-11-03,24.3,21.5,27.1,1.6,,68,16.6,37,1018.1,
2022-11-04,24.5,21.3,28.1,0.3,,50,13.2,33.3,1018,
2022-11-05,24.1,21.6,26.7,0.5,,34,14,33.3,1019.2,
2022-11-06,24.3,20.6,27.6,1.1,,53,13.8,35.2,1020.2,
2022-11-07,24.5,21.5,27.8,3.4,,85,13.3,37,1020.1,
2022-11-08,24.5,22,27,0.4,,111,13.1,38.9,1019.9,
2022-11-09,24.6,22.6,27.2,0.5,,113,12.4,37,1018.1,
2022-11-10,24.5,21.1,27.2,0.4,,102,8.4,33.3,1017,
2022-11-11,24.6,20.7,27.7,0,,136,8.5,27.8,1016.8,
2022-11-12,24.1,21.4,26.8,0.2,,165,8.5,29.6,1016.5,
2022-11-13,23.9,20.2,27.3,0,,151,6.9,27.8,1016,
2022-11-14,21.9,20,24.2,4.4,,155,12.7,33.3,1016.3,
2022-11-15,23.7,21.8,26.7,0.6,,130,15.3,44.5,1017.1,
2022-11-16,22.9,16.3,26.6,0.4,,118,12.2,35.2,1016.3,
2022-11-17,22.7,17.7,28.2,0.1,,135,8.1,29.6,1016.1,
2022-11-18,22,15.8,27,0,,208,9.7,27.8,1016.6,
2022-11-19,22.9,17,27.4,0.1,,49,10.3,25.9,1016.4,
2022-11-20,23.9,18.9,28,0,,25,12,31.5,1015,
2022-11-21,24.9,20.4,28.9,0,,347,12.1,37,1013.5,
2022-11-22,25,20.5,29.4,1,,20,15.3,31.5,1016.2,
2022-11-23,25.4,21.9,29,2.6,,56,11.9,35.2,1019,
2022-11-24,25.9,23.2,28.9,1.3,,109,14.8,38.9,1019.7,
2022-11-25,25.9,23.7,28.6,4.5,,114,17.5,44.5,1019.6,
2022-11-26,25.1,23.1,27.6,5,,110,17.3,48.2,1018,
2022-11-27,25.2,23.2,27.9,1.2,,104,15.5,40.8,1015.1,
2022-11-28,24.4,20.6,27.8,1.7,,66,9.8,31.5,1013.6,
2022-11-29,25.5,22.4,29.2,2.3,,24,14.5,37,1013.6,
2022-11-30,25.1,21,28.3,0,,43,11.9,37,1014.5,
2022-12-01,25,20.9,28.3,0.1,,45,11.4,33.3,1014.5,
2022-12-02,24.8,21.8,27.9,0.6,,22,10.4,31.5,1013.7,
2022-12-03,24.6,19.7,28.2,0.2,,110,8.7,31.5,1013.6,
2022-12-04,25.8,22.5,28.7,0,,66,11.9,33.3,1014.7,
2022-12-05,26.4,24.2,29.3,1,,108,16.2,44.5,1016.1,
2022-12-06,26,22.5,29.1,6.7,,111,19.1,44.5,1015.9,
2022-12-07,25.8,23.4,28.8,7.5,,118,19.1,46.3,1015.5,
2022-12-08,26.1,24,28.8,20.7,,106,23.6,51.8,1016.2,
2022-12-09,26.1,24.8,28.2,6.7,,103,19.1,46.3,1015.6,
2022-12-10,25.2,23.4,27.3,5,,87,15.3,40.8,1015,
2022-12-11,25.8,23.9,28.2,2,,89,14.4,37,1016.6,
2022-12-12,26.1,23.6,28.6,1.9,,107,16.6,40.8,1017.2,
2022-12-13,26.2,23.9,28.9,3,,110,17.9,50,1017.1,
2022-12-14,26.3,23.5,29.2,5.1,,100,18.3,50,1016.6,
2022-12-15,25.7,23,29,2.8,,58,18.5,38.9,1015,
2022-12-16,26.2,24,28.6,1.2,,88,18,48.2,1014.8,
2022-12-17,26.5,23.8,29.2,5.1,,80,21.7,44.5,1014.7,
2022-12-18,26.4,24.4,28.9,0.4,,82,21.5,46.3,1014.6,
2022-12-19,26.3,24,29,0.7,,77,17,42.6,1013.5,
2022-12-20,25.9,24,29,0.7,,70,18.1,38.9,1012.5,
2022-12-21,25.9,22,29,0.1,,33,16.1,35.2,1012.3,
2022-12-22,25.7,22,29,0,,19,16.2,33.3,1011.3,
2022-12-23,25.7,21,30,0,,18,17.1,33.3,1012.2,
2022-12-24,26.6,22,30,0,,48,14.8,38.9,1013.9,
2022-12-25,26.8,25,29,2.7,,87,17.5,35.2,1015.1,
2022-12-26,26.4,23,30,5.2,,107,15.1,37,1016.4,
2022-12-27,26.7,25,30,3.6,,111,16.9,40.8,1016.9,
2022-12-28,26.4,23,29,0.8,,118,15.2,40.8,1016.5,
2022-12-29,25.9,22,29,0.2,,95,8.6,31.5,1015.7,
2022-12-30,26,22,29,0,,87,7.2,24.1,1016.7,
2022-12-31,25.3,21,30,9.8,,352,8.7,22.2,1016,
